"podcast","number","date","year","month","weekday","duration","host","title","summary","category","topic","guests"
"62","The Incomparable","43",2011-06-07,"2011","June","Tuesday",62.3666666666667,"Jason Snell","Mulder and Pacey in “The F-Files”","Everybody’s got an adorable parallel-universe nickname — The Walternate! Flauxlivia! Pacey! — on the always unpredictable Fox sci-fi show Fringe.  Sure, it’s no Lost (nor X-Files, nor “Enemy Within”) but it’s got its charms, including high-speed pregnancy, Leonard Nimoy impressions and cast members from “The Wire” not being given enough interesting things to do.","Not provided","Not provided","Dan Moren, John Siracusa"
"63","The Incomparable","42",2011-05-30,"2011","May","Monday",66.4,"Jason Snell","42","Do you know where your towel is? Are you a hoopy frood? Have you just consumed your fifth Pan Galactic Gargle Blaster? We have. And you’d better catch up. In honor of our 42nd podcast and the recent Towel Day, The Incomparable celebrates the life and work of Douglas Adams. We feature our special guest, Yoz Grahame, who worked for Adams’ The Digital Village, the producers of Web sites such as h2g2.com (a precursor to Wikipedia of sorts).","Not provided","Not provided","Glenn Fleishman, Greg Knauss, Steve Lutz"
"64","The Incomparable","41",2011-05-22,"2011","May","Sunday",74.1,"Jason Snell","…But Your Kids Are Gonna Love It","Turn on your flux capacitors, calculate how many “jigabytes” your hard drive contrains, and prepare for our deconstruction of the “Back to the Future” movie series. Which film reigns supreme? Plus, we talk about other time-travel movies we love. This episode recorded entirely live in a tiny, enclosed space.","Not provided","Not provided","Dan Moren, Serenity Caldwell, Lex Friedman, Dan Frakes"
"65","The Incomparable","40",2011-05-17,"2011","May","Tuesday",52.5166666666667,"Jason Snell","An Ending Ten Years in the Making","After long delays, our Comic Book Club discusses Warren Ellis and John Cassaday’s “Planetary,” which is only fitting given that the 27-issue series took 10 years to be released. We also talk about how hard it is to write a satisfying ending to any fictional work.","Not provided","“Planetary”","Lisa Schmeiser, Jason Brightman"
"66","The Incomparable","4",2010-09-12,"2010","September","Sunday",54.8333333333333,"Jason Snell","This Film Presented in Mummy-Vision","Movies and movie soundtracks are on the agenda, as we talk Giacchino, Star Trek soundtracks, bad movies we have loved, Blade Runner, Kick Ass, and the prospect of a “Dark Tower” movie/TV series combo platter.","Music","Movie Sound Tracks","Dan Moren, Ben Boychuk"
"67","The Incomparable","39",2011-05-15,"2011","May","Sunday",32.1333333333333,"Jason Snell","Bigger on the Inside","Neil Gaiman breathes life into the TARDIS in this week’s “Doctor Who” episode, “The Doctor’s Wife.” We discuss what we liked about this much-hyped episode, as well as detailing how Rory dies this week.","Shows","Not provided","Dan Moren, Glenn Fleishman, Scott McNulty"
"68","The Incomparable","38",2011-05-07,"2011","May","Saturday",24.8333333333333,"Jason Snell","Curse of the Bad Plot","Flash discussion of Doctor Who’s “Curse of the Black Spot.” We try to give it CPR, but we do it wrong and the patient dies. Or, no, wait! It came back to life! Hooray! Unrelated: why Rory is like Kenny from “South Park.”","Shows","Not provided","Dan Moren, Serenity Caldwell"
"69","The Incomparable","37",2011-05-09,"2011","May","Monday",63.7,"Jason Snell","Shadow War of the Night Dragons","Our Book Club discusses the works of sci-fi writer John Scalzi, including “Old Man’s War.” We also talk about “The Forever War” and many other books. We play the “new author remakes classic novel” game we just invented. Find out why Dan says “Ce Podcast est Fini!” And stay after the end to learn Jason’s secret plan to create a terrible sci-fi trilogy.","Not provided","Not provided","Dan Moren, Scott McNulty"
"70","The Incomparable","36",2011-05-02,"2011","May","Monday",31.55,"Jason Snell","Impossible Astronauts","Flash! A discussion about the first two episodes of this season of “Doctor Who,” “The Impossible Astronaut” and “Day of the Moon.” Who is in that spacesuit? Who is the little girl? Are the Silence just lazy? We speculate wildly.","Shows","Flashcast: Doctor Who S6E1 and S6E2","Dan Moren, Glenn Fleishman, John Siracusa, Serenity Caldwell"
"71","The Incomparable","35",2011-05-01,"2011","May","Sunday",65.3333333333333,"Jason Snell","The Only Way to Win the Game of Thrones is Not to Play","Everybody wants to rule the world, er, the kingdom of Westeros. As the “Game of Thrones” series continues on HBO, we discuss the source material: George R.R. Martin’s bestselling “Song of Ice and Fire” books. If you haven’t read the books, you will be spoiled! We’ll post the climactic resolution of this podcast in about five years, so invest your time wisely.","Books","The “Game of Thrones” book series","Dan Moren, Scott McNulty, Serenity Caldwell"
"72","The Incomparable","34",2011-04-23,"2011","April","Saturday",65.9833333333333,"Jason Snell","The Wrath of James Caan","Based on the best-selling novel! Inspired by HBO’s “Game of Thrones,” in this episode we discuss the translation of books to the screen. Should movies be faithful to the book? Is it better if filmmmakers take liberties? And what books do we wish would be made into movies? If you don’t want to listen to this episode, just buy the novelization.","Books","The “Game of Thrones” books","Dan Moren, John Siracusa, Scott McNulty"
"73","The Incomparable","33",2011-04-18,"2011","April","Monday",63.9,"Jason Snell","“I Drank What?”","The lesson learned? Never share anything you love with John Siracusa. Like, for example, “Real Genius.” Or any ’80s movie. Or any ’80s anything. Or from-any-other-time anything. Fear John Siracusa, for he is the destroyer of dreams.","Movies","“Real Genius”","Dan Moren, John Siracusa, Glenn Fleishman, Serenity Caldwell"
"74","The Incomparable","32",2011-04-11,"2011","April","Monday",76.95,"Jason Snell","The Story of Ted Chiang and Others","Stories by science-fiction writer Ted Chiang, including the anthology “The Story of Your Life and Others.” Plus, enough recommendations to get you through every bathroom break and bus ride for the next three years.","Books","SF short stories by Ted Chiang","Glenn Fleishman, Lisa Schmeiser, Scott McNulty"
"75","The Incomparable","31",2011-04-01,"2011","April","Friday",61.7833333333333,"Jason Snell","Supernatural","An entire hour devoted to The CW's \"Supernatural.\" Can you imagine it? Brr. Fortunately, that's not what this podcast is about. It's about stuff we think is funny. Only one of likes \"Supernatural.\" To find out who, you will need to listen.","Special","Stuff we think is funny.","Dan Moren, Glenn Fleishman, Scott McNulty, Serenity Caldwell, Steve Lutz"
"76","The Incomparable","30",2011-03-27,"2011","March","Sunday",66.7666666666667,"Jason Snell","Let Me Show You My Warp Bubble","Make it so, Number One! Star Trek: The Next Generation is on our agenda. We talk favorite episodes, least-favorite episodes, killer snowflakes, why Jean-Luc Picard is catnip to the ladies, why everyone loves Geordi, and why in the future no one needs Wet Wipes.","Shows","“Star Trek: The Next Generation”","Dan Moren, Glenn Fleishman, Lisa Schmeiser, Scott McNulty"
"77","The Incomparable","3",2010-09-05,"2010","September","Sunday",63.4833333333333,"Jason Snell","Doctor Sherlock vs. The Melty Man","It’s British TV time. Steven Moffat’s “Sherlock” and “Doctor Who” are on the agenda. We mention his sitcom “Coupling” too. And Glenn cranks the pretention meter up to 10, only for Jason to crank it right back down to 1.","Shows","Sherlock, Doctor Who","Dan Moren, John Siracusa, Glenn Fleishman, Serenity Caldwell, Jason Brightman"
"78","The Incomparable","29",2011-03-22,"2011","March","Tuesday",61.1,"Dan Moren","Magic Fridge","A hero with an unpronounceable name, magic that doesn’t actually do much, cardboard female characters, a story where nothing really happens, and the first and inconclusive part of a longer series?  Sounds like an acclaimed fantasy novel to us!  “The Name of the Wind” on this week’s Incomparable Podcast.","Books","Not provided","John Siracusa, Scott McNulty"
"79","The Incomparable","287",2016-02-13,"2016","February","Saturday",81.2166666666667,"Jason Snell","Hole Farmers","What does God need with a starship? We take a look at the two most (justly) maligned films starring the original “Star Trek” cast, “Star Trek: The Motion Picture” and “Star Trek V: The Final Frontier.” What do these two films have in common? Do they have any redeeming qualities? We watched them so you didn’t have to, because we need our pain!","Movies","Star Trek TMP and V","Scott McNulty, David J. Loehr, Glenn Fleishman, Chip Sudderth, Andy Ihnatko, Monty Ashley"
"80","The Incomparable","286",2016-02-06,"2016","February","Saturday",80.8666666666667,"Jason Snell","No One in a Powdered Wig is Scrappy","It’s taking the culture by storm, the biggest Broadway musical in years—and it’s about… the first U.S. secretary of the treasury, Alexander Hamilton? It seems unlikely, but nothing about the “Hamilton” story is likely. Lin-Manuel Miranda took the biography of a lesser-known early American figure and turned it into a story full of catchy songs and social commentary, including the rapid-fire hip-hop lyrics and the casting of non-white actors in most of the parts. Four of our “Hamilton”-mad panelists discuss the appeal of the show and why it works so incredibly well.","Music","“Hamilton”, the musical","Serenity Caldwell, Monty Ashley, David J. Loehr, Chip Sudderth"
"81","The Incomparable","285",2016-01-30,"2016","January","Saturday",69.4666666666667,"Jason Snell","The Answer is One Elephant","In this edition of Comic Book Club, we discuss one of Marvel’s newest heroes, Kamala Khan, the star of G. Willow Wilson and Adrian Alphona’s “Ms. Marvel.” She’s a Muslim from New Jersey, so in some ways she’s a very different kind of Marvel super hero, but she’s also a tortured teen trying to come to terms with her identity—so in other ways, she’s very much the model of a Marvel super hero. Plus: What are we reading?","Comics","Ms. Marvel","Lisa Schmeiser, Shannon Sudderth, Aleen Simms, Tony Sindelar"
"82","The Incomparable","284",2016-01-24,"2016","January","Sunday",85.8666666666667,"Jason Snell","She Scullys Herself","Just as “The X-Files” is revived for a limited-run miniseries, we take time to look back at this classic TV series from the 90s. (With gorgeous new HDTV versions available on Netflix!) We discuss some classic episodes, the dynamic between Scully and Mulder that really made the show work, and a whole lot more. The truth is in here—you just have to want to believe.","Shows","The X-Files","Erika Ensign, John Siracusa, David J. Loehr"
"83","The Incomparable","283",2016-01-17,"2016","January","Sunday",81,"Antony Johnston","The Stars Look Very Different Today","We celebrate the amazing life and career of David Bowie, from his stunningly varied music career (yes, including those collaborations with Queen, Mick Jagger, and Bing Crosby) to his film and theater roles. (And between Major Tom and the Spiders From Mars, who was more sci-fi than Bowie?)","Music","Remembering David Bowie","Erika Ensign, Dr. Drang, David J. Loehr"
"84","The Incomparable","282",2016-01-09,"2016","January","Saturday",111.283333333333,"Jason Snell","Head Clara","Jump in your TARDIS, visit the Space Lions, and get prepared for a 24-year-long night! This week our panel takes on the recently-concluded ninth series of “Doctor Who.” How does this season measure up to the previous ones? Was the more character-focused conclusion a good change of pace? How did Missy, Ashildr, and Clara make things feel a bit different? And how well did the show handle the moment when Clara faced the raven? This episode is bigger on the inside.","Shows","“Doctor Who” series 9 wrap-up","Erika Ensign, Glenn Fleishman, Steven Schapansky, David J. Loehr"
"85","The Incomparable","281",2016-01-02,"2016","January","Saturday",157.216666666667,"Jason Snell","I Love a Lot of Awful People - The Best of 2015","In this year-end review episode, our panelists discuss their favorite bits of entertainment from  2015. When that’s done, we review the top moments from The Incomparable in 2015, complete with clips—and a mysterious visitor.","Not provided","The Best of 2015","Steve Lutz, Erika Ensign, Dan Moren, David J. Loehr, Glenn Fleishman, Monty Ashley"
"86","The Incomparable","280",2015-12-24,"2015","December","Thursday",71.0833333333333,"Aleen Simms","They’re Not Alone","Our many-part analysis of “The Force Awakens” continues. In this episode we praise the casting of Daisy Ridley, John Boyega, and Oscar Isaac, and ponder how the diversity of the “Star Wars” universe has increased. Plus, did Luke hide something in all the droids? Why does Finn hold a lightsaber like a baseball bat? Why would one of the Weasley brothers become a fascist? And ultimately, why is this film redemptive for the franchise as a whole?","Movies","“Star Wars: The Force Awakens”, a fourth view","Lisa Schmeiser, Erika Ensign, David J. Loehr"
"87","The Incomparable","28",2011-03-13,"2011","March","Sunday",61.8333333333333,"Jason Snell","Bad at High School","Zombie, Spaceship, or Wasteland? We explore the reasons Geek Culture exists, what it means, and if it really exists. Also: are nerds just as awful and exclusionary as jocks? Why will Oprah sit astride the apocalypse? Find out what happened when Scott McNulty met Kitty Pryde. And most importantly, learn the deadly secret about how Dungeons and Dragons relates to nuclear submarines.","Special","Geek Culture","John Siracusa, Lisa Schmeiser, Scott McNulty"
"88","The Incomparable","279",2015-12-23,"2015","December","Wednesday",79.8833333333333,"Chip Sudderth","They Were Jerk Planets","In this installment of our continuing coverage of “Star Wars: The Force Awakens,” our East Coast panel gushes a little, complains about Starkiller Base a little, ponders “The Force Awakens” as a buddy movie, copes with death, and tries to imagine what it will be like to get a new “Star Wars” movie every year. Also, Scott keeps bringing up “Star Trek.”","Movies","“Star Wars: The Force Awakens”, a third view","Andy Ihnatko, Shannon Sudderth, Scott McNulty, Tony Sindelar"
"89","The Incomparable","278",2015-12-23,"2015","December","Wednesday",113.866666666667,"Antony Johnston","Fake Jedi Boy","Lots of people have opinions about “The Force Awakens,” and it’s sort of our charter to overdo it when it comes to “Star Wars.” So this week we’re presenting several follow-up panels about this new film. In this installment, we travel across the pond for a panel predominantly made up of residents of the UK. Why are there Scottish people in space? Who is the face of fresh young fascism? Where can we get red replacement arms?","Movies","“Star Wars: The Force Awakens”, a second view","Liz Myles, James Thomson, Dan Moren"
"90","The Incomparable","277",2015-12-19,"2015","December","Saturday",200.566666666667,"Jason Snell","Stormtroopers Are People","After three years of anticipation, “Star Wars: The Force Awakens” is finally here, and our panel of “Star Wars” fans is ready to review it. So here we go.","Movies","“Star Wars: The Force Awakens”","John Siracusa, Serenity Caldwell, Dan Moren"
"91","The Incomparable","276",2015-12-11,"2015","December","Friday",58.6166666666667,"Jason Snell","Don’t Drink the Bacta Tea","With “The Force Awakens” only a week away, we pause to ponder why we’ve anticipated this film release for more than three years. What spoilers have we avoided? (This episode certainly contains none.) What does it mean that “Star Wars” is now an extended film franchise releasing new films annually? How many times are we going to see the film next weekend, and how will we find time to podcast about it? And perhaps most importantly, can any new “Star Wars” movie ever possibly hope to capture the excitement we felt when we discovered these films as children?","Movies","Star Wars Anticipation","Serenity Caldwell, John Siracusa, Dan Moren"
"92","The Incomparable","275",2015-12-06,"2015","December","Sunday",86.7166666666667,"Jason Snell","Comprehensive Tapestry Policy","On this Old (Holiday) Movie Club, we review a certifiable Christmas classic, “Miracle on 34th Street.” Then we watch a very different sort of film set on Christmas, “The Lion in Winter.”","Not provided","“Miracle on 34th Street” and “The Lion in Winter”","Philip Michaels, Lisa Schmeiser, Steve Lutz, David J. Loehr, Dan Moren"
"93","The Incomparable","274",2015-11-28,"2015","November","Saturday",62.8833333333333,"Jason Snell","Rudolph’s Hideous Mutation","Join us as we revisit three childhood holiday TV classics, 1964’s “Rudolph, the Red-Nosed Reindeer,” 1965’s “A Charlie Brown Christmas,” and 1966’s “How the Grinch Stole Christmas.” You’ll learn about Big Santa’s despotic reign over the Grotto of Malfunctioning Headlamps, groove to Schroeder’s piano jazz trio stylings, and may even discover a Hoober-Bloob or two.","Shows","Classic Christmas specials","Glenn Fleishman, Steve Lutz, Shannon Sudderth, Aleen Simms, David J. Loehr"
"94","The Incomparable","273",2015-11-21,"2015","November","Saturday",81.25,"Jason Snell","The Long-Term Plan Is Kill All Humans","We tackled “Her” and “Ex Machina,” two films about artificial women and the men who love them. But while Scarlett Johansson’s Samantha wants to send a ‘Dear John’ update to all humanity, Alicia Vikander’s Ava has more in mind than pleasant dinner conversation. What do these films say about online relationships, society’s power dynamics, and tech-industry culture?","Not provided","“Her” and “Ex Machina”","John Siracusa, Brian Hamilton, David J. Loehr"
"95","The Incomparable","272",2015-11-14,"2015","November","Saturday",70.2333333333333,"Jason Snell","Laid a Lot of Foundations","We have seen tens of thousands of years into the future, and our best psychohistorians think the Galactic Empire will once again reign supreme… so long as there aren’t any surprise mutants or aliens. In this episode, we discuss Isaac Asimov’s classic “Foundation” trilogy. From the perspective of 2015, what still works, and what seems out of date? Plus: What else are we reading?","Books","Asimov’s “Foundation” trilogy","Scott McNulty, Erika Ensign, Monty Ashley, David J. Loehr"
"96","The Incomparable","271",2015-11-07,"2015","November","Saturday",69.0166666666667,"Jason Snell","Nostalgia Bomb","This week came the announcement we’ve been waiting for: A new “Star Trek” series is in the works. But with the announcement came a bunch of interesting details (it’s going to be exclusive to CBS’ streaming service, it’s going to be produced by one of the co-writers of the J.J. Abrams “Star Trek” movies) and a lack of specifics (they’re still interviewing writers and didn’t announce even the most basic of premises). Our panel of Star Trek fans analyzes the interesting decisions CBS has made so far, tries to imagine how a “Star Trek” series from 2017 might differ from its predecessors, and discusses the importance of creating a series that can keep the franchise alive by appealing to a new generation of fans.","Shows","Anticipating a new “Star Trek” series","Scott McNulty, Brianna Wu, Dan Moren, David J. Loehr"
"97","The Incomparable","270",2015-10-31,"2015","October","Saturday",73.2833333333333,"Jason Snell","Love Blooms Naturally on a Vespa","On Halloween, our Rocket Surgery series takes us to the swinging ’60s and the height of NASA space exploration at Kennedy Space Center! In this corner, a robot astronaut named Frank! In that corner, a horde of invading aliens and their terrifying monster! In between, a bunch of stock footage, a very ’60s soundtrack, a bunch more stock footage, scientists riding scooters, the least sexy beach bikini scene ever, some military stock footage, and a party where everyone is wiggling their butts until the guy on the diving board is lasered to death. And did we mention the stock footage?","Movies","“Frankenstein Meets the Spacemonster”","Glenn Fleishman, Steve Lutz, Monty Ashley, David J. Loehr"
"98","The Incomparable","27",2011-03-07,"2011","March","Monday",65.8833333333333,"Jason Snell","Coal Mound Sex Scene","Turn on your perpetual-motion machine, man your Zeppelin, and fly away for our next edition of the Incomparable Book Club. We discuss \"The Dream of Perpetual Motion\" by Dexter Palmer, as well as answer the question, \"What are you reading?\"","Books","Not provided","Glenn Fleishman, Scott McNulty"
"99","The Incomparable","269",2015-10-25,"2015","October","Sunday",83.6833333333333,"Jason Snell","Crazy Ivan","It is a great day, comrades. We will sail our submarine to America, and watch one of their greatest thrillers, 1990’s “The Hunt for Red October.” Join us as we talk about how time has made the cold-war themes feel even more classic, ponder why the movie works despite plenty of signs suggesting that it shouldn’t, and… well, let’s just say we do a lot of Sean Connery impressions. This podcast contains one ping only, so don’t slip on your tea!","Movies","“The Hunt for Red October”","Philip Michaels, Dan Moren, Casey Liss"
"100","The Incomparable","268",2015-10-17,"2015","October","Saturday",76.7833333333333,"Jason Snell","Let’s Hear It for Botanists","We all went and watched “The Martian” at movie theaters and then came home and joined together to talk about it! From Vicodin-topped potatoes to shiny zoomy space stuff, we work the problem to provide something a bit more informative than a Tumblr full of sad pictures.","Movies","“The Martian”","Erika Ensign, Andy Ihnatko, Stephen Hackett, Lisa Schmeiser, Chip Sudderth"
"101","The Incomparable","267",2015-10-11,"2015","October","Sunday",80.75,"Jason Snell","I Read It All","Our Book Club reconvenes to cover two books that are both sort of about the end of the world: Paolo Bacigalupi’s “The Water Knife” and Neal Stephenson’s “Seveneves.” Regional apocalypses versus worldwide apocalypses! Plus, what else are we reading?","Books","“The Water Knife” and “Seveneves”","Scott McNulty, Serenity Caldwell, Lisa Schmeiser, David J. Loehr"
"102","The Incomparable","266",2015-10-03,"2015","October","Saturday",71.05,"Jason Snell","It’s Impossible Being Green","The premiere of ABC’s new comedy “The Muppets” prompts us to look at the entirety of the Muppet universe and lore, from TV to movies to viral videos. We also ponder what’s wrong with the new ABC series, posit some theories about how Kermit went from “Sesame Street” to “The Muppet Show,” and participate in an impromptu Muppet draft. Don’t felt, don’t tell.","Shows","The Muppets","Philip Michaels, Lisa Schmeiser, Erika Ensign, David J. Loehr"
"103","The Incomparable","265",2015-09-26,"2015","September","Saturday",81.0666666666667,"Jason Snell","Summer Superhero Spectacular: Final Rounds","Our pointless search for the best superhero concludes. In these final rounds, we challenge our heroes (and their advocates) with devilish scenarios suggested by Incomparable listeners! Our advocates face a jury of their peers, leading to a final confrontation with our two remaining heroic contestants.","Not provided","So it’s come to this","Monty Ashley, Dan Moren, Tony Sindelar, Lisa Schmeiser, Chip Sudderth"
"104","The Incomparable","264",2015-09-19,"2015","September","Saturday",64.2166666666667,"Jason Snell","Passwords Are Wrong, Man","Our interests in reading and technology collide in this survey of books about computers and the tech industry, using the 20th anniversary of Douglas Coupland’s “Microserfs” as the jumping off point. Soldering irons and circuit boards! Berkeley hippies fighting German hackers! Early signs of the tech industry’s ongoing mistreatment of workers! Glenning! Join us in a trip through technology’s past, all the while keeping an eye on where we are today.","Books","Classic books about computers and technology","Lisa Schmeiser, Monty Ashley, Glenn Fleishman, David J. Loehr"
"105","The Incomparable","263",2015-09-12,"2015","September","Saturday",96.1833333333333,"Jason Snell","Television Shaped Like a Mom","We discuss two notable TV series from the summer of 2015, “Mr. Robot” and “Humans.” They’re both excellent. One is about humans, and one is about robots (or not), but not the ones you might think from the titles.","Shows","“Mr. Robot” and “Humans”","John Siracusa, Merlin Mann, David J. Loehr"
"106","The Incomparable","262",2015-09-05,"2015","September","Saturday",79.4333333333333,"Jason Snell","District Attorney Doofus","Old Movie Club returns with two films featuring George C. Scott: “The Hustler” (featuring an electric performance by Paul Newman) and “Anatomy of a Murder” (starring Jimmy Stewart as a simple country lawyer). One more outburst and I’ll clear this courtroom!","Movies","“Anatomy of a Murder” and “The Hustler”","Philip Michaels, Dr. Drang, Monty Ashley, Steve Lutz, David J. Loehr"
"107","The Incomparable","261",2015-08-29,"2015","August","Saturday",64.9,"Jason Snell","Summer Superhero Spectacular: Round Three","Our summertime superhero tournament continues, as 16 champions are reduced to eight. This round brings new judges and a requirement to argue against the opposite opponent! Who will withstand the withering assaults? Only time will tell.","Not provided","Taco Paradox","Lisa Schmeiser, Chip Sudderth, Tony Sindelar, Dan Moren, Philip Mozolak"
"108","The Incomparable","260",2015-08-22,"2015","August","Saturday",57.7666666666667,"Jason Snell","High Five","On the occasion of our fifth anniversary, we present this special episode where Jason and five of our favorite panelists come together live around a table to talk about nothing in particular.","Not provided","Fifth anniversary episode","David J. Loehr, Dan Moren, Erika Ensign, Steve Lutz, Scott McNulty"
"109","The Incomparable","26",2011-02-28,"2011","February","Monday",58.9666666666667,"Dan Moren","Hitler Was a Rules Lawyer","Grab your pound of dice, a bag of Cheetos and your +1 wit, to join the Incomparable Podcast as we venture forth into the world of “Dungeons and Dragons” and other role-playing games.  Hey, at least we don’t LARP.","Games","Roleplaying Games","Scott McNulty, Jason Tocci, Tony Sindelar"
"110","The Incomparable","259",2015-08-15,"2015","August","Saturday",114.4,"Jason Snell","Summer Superhero Spectacular: Round 2","Our ridiculous celebration of superheroes continues in round 2, in which 32 heroes enter and 16 depart! This round incorporates your comments and votes, which we solicited after our last round. This also marks the final round for judges Lutz and Michaels, who assure you that absolutely no cash has changed hands in exchange for their votes. We’ve also added some new advocates and shuffled the deck a little bit. Join us on the next segment of our journey to discover which superhero reigns supreme.","Not provided","You’re Three Feet from a Spider","Steve Lutz, Philip Michaels, Lisa Schmeiser, Shannon Sudderth, Chip Sudderth"
"111","The Incomparable","258",2015-08-08,"2015","August","Saturday",95.3,"Jason Snell","Chekhov’s Bob-omb","Our survey of terrible films continues with 1993’s “Super Mario Bros.”, which features surprisingly little of the characters, setting, or joy that one might attribute to the beloved video-game franchise. Bob Hoskins, John Leguizamo, Dennis Hopper, and the directors of the original “Max Headroom” film collaborate on this dreadful tale about evolved dinosaurs, dystopian parallel-universe New Yorks, and a couple of plumbers named Mario, one of whom is also named Luigi.","Movies","Super Mario Bros.","Joe Rosensteel, Philip Michaels, Tony Sindelar, Monty Ashley, Steve Lutz, David J. Loehr"
"112","The Incomparable","257",2015-08-01,"2015","August","Saturday",76.9333333333333,"Jason Snell","Raptor Sipping Tea","Our Comic Book Club reconvenes to discuss “Runaways,” the 2003-2004 comic series by Brian K. Vaughan and Adrian Alphona. This is a Marvel Comic that’s also an original creation, and we’re tackling the 18 issues of the first volume, which form a self-contained story. How does the book alienate its teenage protagonists? Does the plot twist make sense? And why isn’t this a Marvel movie or TV show?","Comics","Vaughan and Alphona’s “Runaways”","Shannon Sudderth, Lisa Schmeiser, Tony Sindelar, Dan Moren"
"113","The Incomparable","256",2015-07-26,"2015","July","Sunday",96.4,"Jason Snell","Space Bureaucracy","It’s time for our annual dive into the Hugo Awards, focused mostly on the five nominated novels, but also touching on short fiction, comics, films, and TV episodes, as well as this year’s big Hugo controversy.","Shows","2015 Hugo Award nominees","Scott McNulty, Erika Ensign, David J. Loehr"
"114","The Incomparable","255e",2015-07-18,"2015","July","Saturday",8.5,"Jason Snell","Summer Superhero Spectacular: The Aftermath","Summer Superhero Spectacular: The Aftermath","Not provided","Vote now!","None"
"115","The Incomparable","255d",2015-07-12,"2015","July","Sunday",38.4166666666667,"Jason Snell","Summer Superhero Spectacular: Latveria Region","Summer Superhero Spectacular: Latveria Region","Comics","Comic-Con Special, Part 4","Steve Lutz, Philip Michaels, Tony Sindelar, Lisa Schmeiser, Dan Moren"
"116","The Incomparable","255c",2015-07-11,"2015","July","Saturday",37.35,"Jason Snell","Summer Superhero Spectacular: Metropolis Region","Summer Superhero Spectacular: Metropolis Region","Not provided","Comic-Con Special, Part 3","None"
"117","The Incomparable","255b",2015-07-10,"2015","July","Friday",42.15,"Jason Snell","Summer Superhero Spectacular: Gotham Region","Summer Superhero Spectacular: Gotham Region","Comics","Comic-Con Special, Part 2","Chip Sudderth, Monty Ashley, Lisa Schmeiser, Tony Sindelar, Andy Ihnatko"
"118","The Incomparable","255a",2015-07-09,"2015","July","Thursday",44.4666666666667,"Jason Snell","Summer Superhero Spectacular: Central City Region","Summer Superhero Spectacular: Central City Region","Comics","Comic-Con Special, Part 1","Andy Ihnatko, Chip Sudderth, Lisa Schmeiser, Tony Sindelar, Dan Moren"
"119","The Incomparable","254",2015-07-04,"2015","July","Saturday",98.8333333333333,"Jason Snell","You’ve Ruined Pizza","Pixar’s latest film, “Inside Out,” tells the unlikely story of the conflict of emotions inside the head of a young girl. Join us as we draw a circle around our own parental sadness and instead focus on the joy of an instant Pixar classic.","Movies","Pixar’s “Inside Out”","John Siracusa, Merlin Mann, David J. Loehr, Andy Ihnatko"
"120","The Incomparable","253",2015-06-27,"2015","June","Saturday",83.4,"Jason Snell","Ignoring the Movie Completely","Old Movie Club reconvenes to watch two films based on the works of Dashiell Hammett: 1934’s “The Thin Man” and 1941’s “The Maltese Falcon.” We appreciate the drunken aplomb of Nick and Nora and the shifty glory of Peter Lorre and Sydney Greenstreet, all while taking in the faint scent of gardenias.","Movies","“The Maltese Falcon” and “The Thin Man”","Philip Michaels, Erika Ensign, Steve Lutz, Monty Ashley, Dan Moren"
"121","The Incomparable","252",2015-06-20,"2015","June","Saturday",74.7333333333333,"Jason Snell","Three Shames and a Ding","Time to once again wrap up the TV season as a whole and “Game of Thrones” in particular. First we discuss shows we’ve enjoyed watching this year (including the final seasons of “Justified” and “Mad Men”), and then we fire off the Spoiler Horn and talk about the controversial fifth season of “Game of Thrones.”","Shows","TV season wrap, and Game of Thrones Season 5","David J. Loehr, Dan Moren, Brian Hamilton, Erika Ensign, John Siracusa"
"122","The Incomparable","251",2015-06-13,"2015","June","Saturday",86.5166666666667,"Jason Snell","Tea, Sandwiches, and Mushrooms","Time for our annual review of the Nebula Award nominees for the best SF or Fantasy novel of the year, with podcasters from Skiffy and Fanty, SF Signal, and The Three Hoarsemen! We’ll cover (in a spoiler-light fashion) books about space stations, alien invasions, empires, mushrooms, and tea ceremonies. There’s even a deadly incident involving a Zeppelin!","Books","2015 Nebula Award Novels","Fred Kiesche, Shaun Duke, Paul Weimer, Scott McNulty"
"123","The Incomparable","250",2015-06-06,"2015","June","Saturday",83.2333333333333,"Jason Snell","Stay Inside My Aura","Draw a beard on your face with a Sharpie, prepare to learn math via touch, and we’ll take you to the second level! Our trek into films of questionable quality continues with John Boorman’s 1974 sci-fi epic “Zardoz,” starring Sean Connery in a red diaper and a floating stone head. Even the writer/director/producer can’t explain what happened, and neither can we—except maybe for Glenn.","Movies","Zardoz","Helene Wecker, Joe Rosensteel, Erika Ensign, Steve Lutz, David J. Loehr, Glenn Fleishman"
"124","The Incomparable","25",2011-02-21,"2011","February","Monday",58,"Jason Snell","Studied His Agrippa","Hello. Our name is The Incomparable. You killed our father. Prepare to listen to a spoiler-filled podcast about the most quotable movie in the universe, “The Princess Bride.”","Movies","The Princess Bride","Dan Moren, Glenn Fleishman, Greg Knauss, Serenity Caldwell"
